"tips","max_crep","Diel_Pattern","Order","Family","AdultBodyMass_g","AdultHeadBodyLen_mm","DietBreadth","HabitatBreadth","HomeRange_km2","SocialGrpSize","Terrestriality","TrophicLevel","GR_Area_km2","GR_MidRangeLat_dd","GR_MaxLat_dd","GR_MinLat_dd","GR_MaxLong_dd","GR_MinLong_dd","GR_MidRangeLong_dd","Orbit_ratio","Species_name","min_lat","max_lat","mean_lat"
"Sus_barbatus","crepuscular","diurnal/crepuscular","Artiodactyla","Suidae",135805.95,1349.99,6,1,NA,6.25,1,2,970249.8,0.54,7.03,-5.94,119.26,96.84,108.05,NA,"Sus barbatus",-4.08302999999995,8.07760143300004,1.99728571650004
"Sus_bucculentus",NA,NA,"Artiodactyla","Suidae",NA,NA,NA,NA,NA,NA,NA,NA,2834.16,18.17,18.64,17.7,105.41,104.78,105.09,NA,"Sus bucculentus",11.0748355920001,18.3633355920001,14.7190855920001
"Sus_cebifrons","nocturnal","nocturnal","Artiodactyla","Suidae",190792.3,1349.99,6,NA,NA,4.5,NA,2,27761.56,10.82,12.6,9.03,124.07,121.84,122.96,NA,"Sus cebifrons",9.17149543800002,12.3257565690001,10.7486260035
"Sus_celebensis","crepuscular","cathemeral/crepuscular","Artiodactyla","Suidae",53813.21,NA,5,NA,NA,NA,NA,2,173576.36,-2.37,1.75,-6.49,125.29,118.75,122.02,NA,"Sus celebensis",-10.9418611530697,2.92300009717678,-4.00943052794648
"Sus_oliveri","cathemeral","cathemeral","Artiodactyla","Suidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sus oliveri",12.677738382,13.512749672,13.095244027
"Sus_philippensis","nocturnal","nocturnal","Artiodactyla","Suidae",190792.3,1349.99,6,NA,NA,3.75,NA,2,237934.97,12.1,18.65,5.55,126.6,119.74,123.17,NA,"Sus philippensis",5.80761575700006,18.6303882600001,12.2190020085001
"Sus_scrofa","nocturnal","nocturnal","Artiodactyla","Suidae",84471.54,1349.99,5,NA,1.18,13,NA,2,25951693.02,25.6,59.99,-8.78,138.36,-9.89,64.23,NA,"Sus scrofa",-8.84949970194964,61.5202721240593,26.3353862110548
"Sus_verrucosus","crepuscular","cathemeral/crepuscular","Artiodactyla","Suidae",89406.23,1250,3,NA,NA,5,NA,2,97964.63,-7.25,-5.72,-8.78,114.6,106.05,110.32,NA,"Sus verrucosus",-7.78569460099993,-5.79082775199993,-6.78826117649993
"Sylvicapra_grimmia","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",15639.15,960.71,4,1,NA,1,1,1,14120906.18,-9.22,16.39,-34.83,46.19,-17.53,14.33,0.927051992136044,"Sylvicapra grimmia",-34.839764407,15.8936355930001,-9.47306440699995
"Syncerus_caffer","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",592665.98,2525.86,1,1,63.73,12,1,1,11706834.65,-8.82,15.85,-33.51,43.95,-14.48,14.73,NA,"Syncerus caffer",-34.839764407,13.4624355930001,-10.6886644069999
"Tasmacetus_shepherdi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tasmacetus shepherdi",-55.1492909959999,-33.250954318,-44.200122657
"Tayassu_pecari","diurnal","diurnal","Artiodactyla","Tayassuidae",31798.71,1110,6,1,40.97,NA,1,2,13839052.97,-5.72,21.6,-33.06,-34.79,-95.7,-65.24,NA,"Tayassu pecari",-33.5568915384137,19.4605355918441,-7.04817797328479
"Tetracerus_quadricornis","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",19282.12,1000,5,NA,NA,NA,NA,1,1865786.32,22.28,31.53,13.04,87.11,70.5,78.8,NA,"Tetracerus quadricornis",12.192835593,30.020135592,21.1064855925
"Tragelaphus_angasii","crepuscular","diurnal/crepuscular","Artiodactyla","Bovidae",87616.76,1935.86,4,1,1.63,15.5,1,1,274074.58,-22.04,-15.6,-28.48,35.21,29.07,32.14,NA,"Tragelaphus angasii",-28.4374644069999,-15.5391644069999,-21.9883144069999
"Tragelaphus_buxtoni","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",215000.75,2249.44,1,1,NA,15,1,1,41913.3,7.76,9.35,6.16,42,38.4,40.2,NA,"Tragelaphus buxtoni",6.60973559200005,9.04723559300004,7.82848559250004
"Tragelaphus_derbianus","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",646024.25,2522.02,1,1,NA,NA,1,1,937936.53,8.76,14.03,3.48,31.51,-14.48,8.51,NA,"Tragelaphus derbianus",5.66139024600005,13.650235593,9.65581291950005
"Tragelaphus_eurycerus","nocturnal","nocturnal","Artiodactyla","Bovidae",270998.37,2274.99,4,1,NA,13.5,1,1,2564432.61,2.08,10,-5.83,37.81,-12.64,12.58,0.937859832107178,"Tragelaphus eurycerus",-3.39466440699994,11.424735593,4.01503559300005
"Tragelaphus_imberbis","nocturnal","nocturnal","Artiodactyla","Bovidae",94320.39,1675,3,1,NA,3,1,1,1907499.42,3.92,16.88,-9.03,48.87,32.08,40.48,NA,"Tragelaphus imberbis",-8.61906440799993,10.9812355930001,1.18108559250007
"Tragelaphus_oryx","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",562592.69,2656.78,3,1,195.15,4.05,1,1,5405307.84,-10.1,7.22,-27.42,41.67,12.47,27.07,0.913916776373572,"Tragelaphus oryx",-34.839764407,6.87293559200003,-13.9834144075
"Tragelaphus_scriptus","crepuscular","nocturnal/crepuscular","Artiodactyla","Bovidae",43250.39,1247.1,4,2,0.02,1,1,1,13167565.73,-9.36,16.11,-34.83,45.58,-17.53,14.02,NA,"Tragelaphus scriptus",-34.839764407,15.2471355930001,-9.79631440699995
"Tragelaphus_spekii","crepuscular","cathemeral/crepuscular","Artiodactyla","Bovidae",75554.25,1520.84,2,2,NA,6,1,1,5256068.76,-3.27,14.37,-20.93,35.23,-16.82,9.2,0.930442984715282,"Tragelaphus spekii",-20.1040644079999,14.131535593,-2.98626440749996
"Tragelaphus_strepsiceros","diurnal","diurnal","Artiodactyla","Bovidae",206056.41,2199.99,2,1,835.1,12,1,1,6476879.55,-6.95,20.14,-34.05,47.94,12.44,30.19,0.923953049176146,"Tragelaphus strepsiceros",-34.0525283809999,20.147535593,-6.95249639399995
"Tragelaphus_sylvaticus","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragulus_javanicus","crepuscular","diurnal/crepuscular","Artiodactyla","Tragulidae",1889.93,514.29,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0.937363606297003,"Tragulus javanicus",-8.84946440699997,-5.87376440699995,-7.36161440699996
"Tragulus_kanchil","crepuscular","cathemeral/crepuscular","Artiodactyla","Tragulidae",NA,NA,NA,NA,NA,NA,NA,NA,3708821.44,9.09,24.14,-5.94,123.67,72.61,98.14,NA,"Tragulus kanchil",-5.94502000099993,21.7507603930001,7.90287019600007
"Tragulus_napu","cathemeral","cathemeral","Artiodactyla","Tragulidae",5273.67,562.36,3,NA,NA,NA,NA,1,1593229.34,4.18,14.3,-5.94,119.26,95.18,107.22,NA,"Tragulus napu",-5.94502000099993,14.1096355930001,4.08230779600007
"Tragulus_nigricans","nocturnal","nocturnal","Artiodactyla","Tragulidae",NA,NA,NA,NA,NA,NA,NA,NA,11882.48,9.61,11.42,7.8,119.71,116.93,118.32,NA,"Tragulus nigricans",7.80165653000006,12.3313316650001,10.0664940975001
"Tragulus_versicolor","diurnal","diurnal","Artiodactyla","Tragulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tragulus versicolor",12.0464355930001,14.4817355930001,13.2640855930001
"Tragulus_williamsoni","crepuscular","diurnal/crepuscular","Artiodactyla","Tragulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tragulus williamsoni",18.358635592,21.6427355930001,20.0006855925
"Tursiops_aduncus","crepuscular","nocturnal/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tursiops aduncus",-37.6184752434377,36.1057980946064,-0.756338574415622
"Tursiops_truncatus","crepuscular","cathemeral/crepuscular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tursiops truncatus",-53.6386208607526,62.8119009530654,4.58664004615637
"Vicugna_vicugna","diurnal","diurnal","Artiodactyla","Camelidae",47499.61,1575,1,1,0.12,NA,1,1,817999.23,-19.5,-7.13,-31.87,-65.41,-77.97,-71.69,NA,"Vicugna vicugna",-29.770548631714,-1.27462698644621,-15.5225878090801
"Ziphius_cavirostris","cathemeral","cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ziphius cavirostris",-53.2252323813278,64.7919473489004,5.78335748378631
